logTe log_g Mass e_Mass Age e_Age Teff
3.95 4.8 0.1607 0.0008 237.666 32.528 8912.5107421875
3.95 4.9 0.1576 0.0007 324.546 32.129 8912.5107421875
3.95 5.0 0.1552 0.0005 453.720 35.363 8912.5107421875
3.95 5.1 0.1532 0.0004 603.505 32.746 8912.5107421875
3.95 5.2 0.1514 0.0004 902.597 104.211 8912.5107421875
3.95 5.3 0.1502 0.0004 1250.368 123.157 8912.5107421875
3.95 5.4 0.1497 0.0003 1584.846 111.551 8912.5107421875
3.95 5.5 0.1498 0.0003 1770.367 120.227 8912.5107421875
3.95 5.6 0.1507 0.0003 1796.470 208.633 8912.5107421875
3.95 5.7 0.1554 0.0001 2390.265 11.959 8912.5107421875
3.95 5.8 0.1542 0.0005 2503.839 37.452 8912.5107421875
3.95 5.9 0.1567 0.0006 2673.310 56.885 8912.5107421875
3.95 6.0 0.1600 0.0006 2814.842 78.317 8912.5107421875
3.95 6.1 0.1634 0.0003 2941.863 87.299 8912.5107421875
3.95 6.2 0.1677 0.0004 3118.158 239.008 8912.5107421875
3.95 6.3 0.1725 0.0005 3444.344 349.883 8912.5107421875
3.95 6.4 0.1783 0.0003 3870.666 304.866 8912.5107421875
3.95 6.5 0.1817 0.0014 2841.202 671.690 8912.5107421875
3.95 6.6 0.1822 0.0016 1452.140 43.994 8912.5107421875
3.95 6.7 0.1973 0.0015 1064.894 40.366 8912.5107421875
3.95 6.8 0.2150 0.0012 968.774 91.508 8912.5107421875
3.95 6.9 0.2324 0.0001 869.692 20.896 8912.5107421875
3.95 7.0 0.2504 0.0003 747.382 30.660 8912.5107421875
3.95 7.1 0.2686 0.0003 561.776 23.075 8912.5107421875
3.95 7.2 0.2937 0.0005 779.734 53.784 8912.5107421875
3.95 7.3 0.3217 0.0010 983.653 183.275 8912.5107421875
3.95 7.4 0.3509 0.0003 981.130 33.921 8912.5107421875
3.95 7.5 0.3860 0.0005 1083.996 33.207 8912.5107421875
3.95 7.6 0.4244 0.0004 1363.425 24.380 8912.5107421875
3.96 3.0 0.2780 0.0003 1.173 0.650 9120.109375
3.96 3.1 0.2732 0.0075 4.730 1.209 9120.109375
3.96 3.2 0.2662 0.0073 8.669 1.209 9120.109375
3.96 3.3 0.2582 0.0064 19.163 14.221 9120.109375
3.96 3.4 0.2502 0.0056 26.101 12.884 9120.109375
3.96 3.5 0.2417 0.0047 38.098 20.849 9120.109375
3.96 3.6 0.2327 0.0041 46.709 22.063 9120.109375
3.96 3.7 0.2241 0.0036 49.614 21.280 9120.109375
3.96 3.8 0.2160 0.0033 52.301 20.893 9120.109375
3.96 3.9 0.2088 0.0028 49.021 25.286 9120.109375
3.96 4.0 0.2022 0.0022 47.731 28.557 9120.109375
3.96 4.1 0.1954 0.0021 43.828 27.966 9120.109375
3.96 4.2 0.1897 0.0018 26.237 38.727 9120.109375
3.96 4.3 0.1840 0.0016 29.912 41.529 9120.109375
3.96 4.4 0.1788 0.0015 43.675 43.123 9120.109375
3.96 4.5 0.1741 0.0013 69.812 42.251 9120.109375
3.96 4.6 0.1700 0.0009 107.719 37.596 9120.109375
3.96 4.7 0.1662 0.0008 164.871 36.263 9120.109375
3.96 4.8 0.1627 0.0008 238.562 34.318 9120.109375
3.96 4.9 0.1595 0.0005 324.882 31.180 9120.109375
3.96 5.0 0.1570 0.0005 446.941 31.889 9120.109375
3.96 5.1 0.1548 0.0005 651.921 83.668 9120.109375
3.96 5.2 0.1530 0.0004 905.570 112.248 9120.109375
3.96 5.3 0.1519 0.0004 1143.816 114.947 9120.109375
3.96 5.4 0.1514 0.0003 1429.362 112.734 9120.109375
3.96 5.5 0.1515 0.0003 1661.062 102.040 9120.109375
3.96 5.6 0.1523 0.0003 1800.204 124.685 9120.109375
3.96 5.7 0.1536 0.0003 1900.029 173.416 9120.109375
3.96 5.8 0.1559 0.0007 2300.340 52.508 9120.109375
3.96 5.9 0.1584 0.0007 2460.801 60.082 9120.109375
3.96 6.0 0.1615 0.0007 2586.198 70.067 9120.109375
3.96 6.1 0.1654 0.0007 2701.631 139.532 9120.109375
3.96 6.2 0.1693 0.0004 2813.600 164.803 9120.109375
3.96 6.3 0.1741 0.0005 3064.103 308.325 9120.109375
3.96 6.4 0.1801 0.0003 3418.557 301.376 9120.109375
3.96 6.5 0.1823 0.0014 2251.665 581.997 9120.109375
3.96 6.6 0.1834 0.0017 1386.523 46.557 9120.109375
3.96 6.7 0.1984 0.0015 1005.347 42.505 9120.109375
3.96 6.8 0.2163 0.0012 913.788 83.711 9120.109375
3.96 6.9 0.2338 0.0001 814.331 16.934 9120.109375
3.96 7.0 0.2517 0.0003 684.157 25.636 9120.109375
3.96 7.1 0.2697 0.0002 512.574 16.567 9120.109375
3.96 7.2 0.2951 0.0005 738.366 48.628 9120.109375
3.96 7.3 0.3229 0.0012 923.222 159.833 9120.109375
3.96 7.4 0.3520 0.0003 911.378 30.169 9120.109375
3.96 7.5 0.3871 0.0006 1024.480 31.607 9120.109375
3.96 7.6 0.4252 0.0004 1286.309 21.882 9120.109375
3.97 3.0 0.2812 0.0003 0.152 0.684 9332.5439453125
3.97 3.1 0.2763 0.0080 2.803 1.136 9332.5439453125
3.97 3.2 0.2692 0.0072 7.762 1.093 9332.5439453125
3.97 3.3 0.2617 0.0068 15.044 11.394 9332.5439453125
3.97 3.4 0.2535 0.0060 22.946 12.641 9332.5439453125
3.97 3.5 0.2458 0.0050 34.364 19.008 9332.5439453125
3.97 3.6 0.2366 0.0046 41.390 20.801 9332.5439453125
3.97 3.7 0.2279 0.0040 50.574 18.556 9332.5439453125
3.97 3.8 0.2198 0.0034 51.350 21.369 9332.5439453125
3.97 3.9 0.2122 0.0030 49.159 26.363 9332.5439453125
3.97 4.0 0.2052 0.0026 45.017 31.779 9332.5439453125
3.97 4.1 0.1985 0.0021 44.913 30.571 9332.5439453125
3.97 4.2 0.1924 0.0020 29.784 39.803 9332.5439453125
3.97 4.3 0.1866 0.0017 27.499 43.888 9332.5439453125
3.97 4.4 0.1812 0.0016 38.677 45.837 9332.5439453125
3.97 4.5 0.1763 0.0013 63.459 45.070 9332.5439453125
3.97 4.6 0.1720 0.0009 101.390 39.099 9332.5439453125
3.97 4.7 0.1680 0.0008 157.150 36.157 9332.5439453125
3.97 4.8 0.1644 0.0007 226.175 34.208 9332.5439453125
3.97 4.9 0.1614 0.0005 318.663 29.794 9332.5439453125
3.97 5.0 0.1588 0.0005 435.854 28.958 9332.5439453125
3.97 5.1 0.1565 0.0005 647.705 81.290 9332.5439453125
3.97 5.2 0.1548 0.0004 853.175 105.248 9332.5439453125
3.97 5.3 0.1537 0.0004 1072.723 119.422 9332.5439453125
3.97 5.4 0.1531 0.0003 1305.927 119.465 9332.5439453125
3.97 5.5 0.1531 0.0003 1534.070 104.539 9332.5439453125
3.97 5.6 0.1538 0.0003 1714.393 85.669 9332.5439453125
3.97 5.7 0.1551 0.0003 1858.997 103.016 9332.5439453125
3.97 5.8 0.1575 0.0008 2114.965 59.749 9332.5439453125
3.97 5.9 0.1599 0.0008 2265.088 73.980 9332.5439453125
3.97 6.0 0.1631 0.0008 2373.245 83.648 9332.5439453125
3.97 6.1 0.1668 0.0007 2474.588 96.041 9332.5439453125
3.97 6.2 0.1710 0.0005 2614.598 191.990 9332.5439453125
3.97 6.3 0.1757 0.0004 2727.991 226.756 9332.5439453125
3.97 6.4 0.1816 0.0002 3086.831 252.822 9332.5439453125
3.97 6.5 0.1829 0.0017 1954.787 505.366 9332.5439453125
3.97 6.6 0.1845 0.0018 1324.710 49.398 9332.5439453125
3.97 6.7 0.1994 0.0016 949.095 44.622 9332.5439453125
3.97 6.8 0.2175 0.0013 858.527 70.935 9332.5439453125
3.97 6.9 0.2351 0.0001 762.685 13.918 9332.5439453125
3.97 7.0 0.2530 0.0003 627.522 21.573 9332.5439453125
3.97 7.1 0.2745 0.0040 650.485 195.385 9332.5439453125
3.97 7.2 0.2965 0.0004 698.124 44.097 9332.5439453125
3.97 7.3 0.3240 0.0010 872.007 134.038 9332.5439453125
3.97 7.4 0.3531 0.0003 846.659 26.892 9332.5439453125
3.97 7.5 0.3882 0.0004 967.515 28.931 9332.5439453125
3.97 7.6 0.4261 0.0002 1213.095 19.017 9332.5439453125
3.98 3.1 0.2766 0.0003 2.242 0.483 9549.9267578125
3.98 3.2 0.2718 0.0076 6.126 1.389 9549.9267578125
3.98 3.3 0.2645 0.0072 11.014 1.523 9549.9267578125
3.98 3.4 0.2580 0.0064 21.216 11.857 9549.9267578125
3.98 3.5 0.2515 0.0054 26.288 12.001 9549.9267578125
3.98 3.6 0.2421 0.0047 38.707 18.944 9549.9267578125
3.98 3.7 0.2327 0.0041 47.136 18.424 9549.9267578125
3.98 3.8 0.2239 0.0036 50.133 20.690 9549.9267578125
3.98 3.9 0.2157 0.0032 53.957 22.296 9549.9267578125
3.98 4.0 0.2084 0.0027 50.288 28.808 9549.9267578125
3.98 4.1 0.2018 0.0022 46.167 33.288 9549.9267578125
3.98 4.2 0.1950 0.0021 46.572 33.795 9549.9267578125
3.98 4.3 0.1893 0.0019 29.233 44.812 9549.9267578125
3.98 4.4 0.1838 0.0016 35.730 47.419 9549.9267578125
3.98 4.5 0.1787 0.0014 58.683 47.097 9549.9267578125
3.98 4.6 0.1741 0.0011 96.170 43.993 9549.9267578125
3.98 4.7 0.1701 0.0008 147.160 35.878 9549.9267578125
3.98 4.8 0.1664 0.0007 217.992 34.149 9549.9267578125
3.98 4.9 0.1633 0.0007 309.851 31.658 9549.9267578125
3.98 5.0 0.1605 0.0005 451.464 57.784 9549.9267578125
3.98 5.1 0.1583 0.0005 601.897 70.023 9549.9267578125
3.98 5.2 0.1566 0.0004 785.199 94.401 9549.9267578125
3.98 5.3 0.1554 0.0004 995.712 113.493 9549.9267578125
3.98 5.4 0.1547 0.0004 1218.934 120.230 9549.9267578125
3.98 5.5 0.1547 0.0003 1419.458 105.077 9549.9267578125
3.98 5.6 0.1553 0.0003 1597.248 92.278 9549.9267578125
3.98 5.7 0.1566 0.0005 1764.804 79.917 9549.9267578125
3.98 5.8 0.1591 0.0014 1994.680 179.828 9549.9267578125
3.98 5.9 0.1614 0.0008 2093.490 73.480 9549.9267578125
3.98 6.0 0.1646 0.0008 2189.293 82.257 9549.9267578125
3.98 6.1 0.1682 0.0006 2285.185 64.713 9549.9267578125
3.98 6.2 0.1724 0.0005 2364.652 116.058 9549.9267578125
3.98 6.3 0.1768 0.0007 2424.437 211.150 9549.9267578125
3.98 6.4 0.1828 0.0002 2693.835 188.894 9549.9267578125
3.98 6.5 0.1832 0.0026 1847.150 234.286 9549.9267578125
3.98 6.6 0.1856 0.0019 1265.068 50.489 9549.9267578125
3.98 6.7 0.2003 0.0017 896.135 46.299 9549.9267578125
3.98 6.8 0.2186 0.0013 797.532 40.100 9549.9267578125
3.98 6.9 0.2365 0.0001 714.476 11.396 9549.9267578125
3.98 7.0 0.2542 0.0003 576.871 17.871 9549.9267578125
3.98 7.1 0.2758 0.0039 604.456 178.388 9549.9267578125
3.98 7.2 0.2979 0.0004 659.522 39.990 9549.9267578125
3.98 7.3 0.3247 0.0006 878.870 22.871 9549.9267578125
3.98 7.4 0.3541 0.0007 786.461 23.953 9549.9267578125
3.98 7.5 0.3893 0.0004 913.364 27.273 9549.9267578125
3.98 7.6 0.4270 0.0002 1143.603 17.071 9549.9267578125
3.98 7.7 0.4622 0.0000 1060.747 8.844 9549.9267578125
3.99 3.0 0.2872 0.0004 0.095 0.985 9772.3720703125
3.99 3.1 0.2796 0.0003 0.352 0.695 9772.3720703125
3.99 3.2 0.2748 0.0081 4.092 1.273 9772.3720703125
3.99 3.3 0.2689 0.0078 7.692 0.901 9772.3720703125
3.99 3.4 0.2621 0.0070 16.934 10.772 9772.3720703125
3.99 3.5 0.2551 0.0060 23.561 12.053 9772.3720703125
3.99 3.6 0.2469 0.0052 33.290 16.836 9772.3720703125
3.99 3.7 0.2373 0.0046 41.680 17.622 9772.3720703125
3.99 3.8 0.2282 0.0040 50.147 16.238 9772.3720703125
3.99 3.9 0.2199 0.0032 52.061 22.718 9772.3720703125
3.99 4.0 0.2119 0.0029 51.988 30.130 9772.3720703125
3.99 4.1 0.2046 0.0025 52.942 31.027 9772.3720703125
3.99 4.2 0.1980 0.0021 45.944 36.756 9772.3720703125
3.99 4.3 0.1916 0.0020 51.964 37.185 9772.3720703125
3.99 4.4 0.1862 0.0018 41.120 46.239 9772.3720703125
3.99 4.5 0.1811 0.0015 54.240 48.161 9772.3720703125
3.99 4.6 0.1764 0.0013 89.940 46.670 9772.3720703125
3.99 4.7 0.1722 0.0008 141.858 36.604 9772.3720703125
3.99 4.8 0.1685 0.0007 209.346 33.821 9772.3720703125
3.99 4.9 0.1653 0.0007 298.640 32.973 9772.3720703125
3.99 5.0 0.1625 0.0005 424.642 53.569 9772.3720703125
3.99 5.1 0.1601 0.0005 571.702 75.297 9772.3720703125
3.99 5.2 0.1583 0.0004 730.172 81.285 9772.3720703125
3.99 5.3 0.1571 0.0004 924.990 101.282 9772.3720703125
3.99 5.4 0.1563 0.0004 1127.113 113.662 9772.3720703125
3.99 5.5 0.1563 0.0003 1306.547 106.349 9772.3720703125
3.99 5.6 0.1568 0.0003 1478.849 92.457 9772.3720703125
3.99 5.7 0.1583 0.0010 1664.385 99.054 9772.3720703125
3.99 5.8 0.1605 0.0015 1850.925 148.209 9772.3720703125
3.99 5.9 0.1628 0.0007 1942.460 65.962 9772.3720703125
3.99 6.0 0.1658 0.0007 2052.793 53.818 9772.3720703125
3.99 6.1 0.1696 0.0006 2100.181 54.657 9772.3720703125
3.99 6.2 0.1737 0.0005 2151.293 65.733 9772.3720703125
3.99 6.3 0.1774 0.0011 2072.493 155.208 9772.3720703125
3.99 6.4 0.1798 0.0005 1769.462 107.571 9772.3720703125
3.99 6.5 0.1578 0.0021 2078.377 36.109 9772.3720703125
3.99 6.6 0.1866 0.0019 1207.915 51.951 9772.3720703125
3.99 6.7 0.2012 0.0017 846.179 47.524 9772.3720703125
3.99 6.8 0.2198 0.0013 756.066 35.273 9772.3720703125
3.99 6.9 0.2379 0.0001 669.446 9.321 9772.3720703125
3.99 7.0 0.2554 0.0003 530.861 14.726 9772.3720703125
3.99 7.1 0.2762 0.0036 527.226 148.503 9772.3720703125
3.99 7.2 0.2993 0.0008 622.445 36.378 9772.3720703125
3.99 7.3 0.3261 0.0008 808.344 21.127 9772.3720703125
3.99 7.4 0.3552 0.0004 730.246 21.050 9772.3720703125
3.99 7.5 0.3904 0.0005 861.784 25.619 9772.3720703125
3.99 7.6 0.4279 0.0002 1077.762 15.264 9772.3720703125
4.00 3.2 0.2779 0.0077 1.094 11.726 10000.0
4.00 3.3 0.2733 0.0082 6.274 9.080 10000.0
4.00 3.4 0.2664 0.0079 11.386 8.293 10000.0
4.00 3.5 0.2589 0.0067 21.608 12.774 10000.0
4.00 3.6 0.2518 0.0056 27.784 13.385 10000.0
4.00 3.7 0.2419 0.0049 37.986 16.959 10000.0
4.00 3.8 0.2325 0.0042 47.120 16.234 10000.0
4.00 3.9 0.2236 0.0037 51.705 22.035 10000.0
4.00 4.0 0.2153 0.0031 56.250 24.692 10000.0
4.00 4.1 0.2080 0.0026 52.555 33.494 10000.0
4.00 4.2 0.2011 0.0022 46.916 38.557 10000.0
4.00 4.3 0.1945 0.0020 48.554 39.588 10000.0
4.00 4.4 0.1885 0.0018 59.651 39.682 10000.0
4.00 4.5 0.1831 0.0017 80.816 39.417 10000.0
4.00 4.6 0.1787 0.0014 84.027 45.803 10000.0
4.00 4.7 0.1744 0.0011 133.937 41.982 10000.0
4.00 4.8 0.1706 0.0007 201.041 35.139 10000.0
4.00 4.9 0.1672 0.0006 294.138 40.867 10000.0
4.00 5.0 0.1644 0.0006 398.880 45.619 10000.0
4.00 5.1 0.1619 0.0005 543.399 65.227 10000.0
4.00 5.2 0.1600 0.0005 691.785 78.324 10000.0
4.00 5.3 0.1587 0.0004 864.684 92.073 10000.0
4.00 5.4 0.1579 0.0004 1054.616 105.516 10000.0
4.00 5.5 0.1578 0.0003 1220.188 98.575 10000.0
4.00 5.6 0.1583 0.0003 1381.919 87.013 10000.0
4.00 5.7 0.1599 0.0011 1556.122 102.205 10000.0
4.00 5.8 0.1620 0.0016 1726.974 125.634 10000.0
4.00 5.9 0.1641 0.0007 1809.279 53.761 10000.0
4.00 6.0 0.1672 0.0007 1890.079 54.158 10000.0
4.00 6.1 0.1709 0.0006 1937.767 49.980 10000.0
4.00 6.2 0.1750 0.0004 1969.304 45.963 10000.0
4.00 6.3 0.1777 0.0012 1807.492 91.842 10000.0
4.00 6.4 0.1812 0.0020 1591.839 176.224 10000.0
4.00 6.5 0.1593 0.0022 2012.512 41.224 10000.0
4.00 6.6 0.1876 0.0020 1154.650 53.583 10000.0
4.00 6.7 0.2020 0.0018 799.165 48.773 10000.0
4.00 6.8 0.2209 0.0013 716.047 30.354 10000.0
4.00 6.9 0.2391 0.0004 619.948 19.170 10000.0
4.00 7.0 0.2565 0.0003 488.980 12.251 10000.0
4.00 7.1 0.2746 0.0003 378.156 23.908 10000.0
4.00 7.2 0.3007 0.0004 586.630 32.461 10000.0
4.00 7.3 0.3274 0.0005 743.499 19.054 10000.0
4.00 7.4 0.3564 0.0004 678.000 18.371 10000.0
4.00 7.5 0.3916 0.0005 812.773 24.099 10000.0
4.00 7.6 0.4288 0.0002 1015.327 13.481 10000.0
4.01 3.2 0.2782 0.0015 1.082 12.865 10232.935546875
4.01 3.3 0.2769 0.0084 5.096 9.804 10232.935546875
4.01 3.4 0.2706 0.0080 9.065 8.506 10232.935546875
4.01 3.5 0.2632 0.0069 19.292 10.894 10232.935546875
4.01 3.6 0.2550 0.0059 25.187 12.564 10232.935546875
4.01 3.7 0.2463 0.0051 34.141 15.687 10232.935546875
4.01 3.8 0.2365 0.0046 43.611 15.515 10232.935546875
4.01 3.9 0.2273 0.0039 51.914 15.610 10232.935546875
4.01 4.0 0.2188 0.0033 54.453 25.240 10232.935546875
4.01 4.1 0.2108 0.0029 59.958 26.571 10232.935546875
4.01 4.2 0.2039 0.0023 54.883 35.360 10232.935546875
4.01 4.3 0.1974 0.0021 46.994 41.040 10232.935546875
4.01 4.4 0.1912 0.0019 54.257 41.166 10232.935546875
4.01 4.5 0.1857 0.0017 73.004 40.895 10232.935546875
4.01 4.6 0.1807 0.0016 102.674 39.689 10232.935546875
4.01 4.7 0.1764 0.0013 146.549 37.358 10232.935546875
4.01 4.8 0.1726 0.0007 190.000 31.646 10232.935546875
4.01 4.9 0.1692 0.0007 270.145 35.564 10232.935546875
4.01 5.0 0.1663 0.0006 383.817 47.025 10232.935546875
4.01 5.1 0.1638 0.0004 496.513 52.894 10232.935546875
4.01 5.2 0.1618 0.0005 656.304 76.100 10232.935546875
4.01 5.3 0.1603 0.0004 822.150 87.718 10232.935546875
4.01 5.4 0.1595 0.0004 989.371 92.300 10232.935546875
4.01 5.5 0.1593 0.0004 1139.724 89.686 10232.935546875
4.01 5.6 0.1597 0.0003 1286.531 83.386 10232.935546875
4.01 5.7 0.1614 0.0013 1459.803 96.089 10232.935546875
4.01 5.8 0.1633 0.0017 1616.508 116.861 10232.935546875
4.01 5.9 0.1652 0.0019 1715.286 125.248 10232.935546875
4.01 6.0 0.1686 0.0007 1745.125 53.043 10232.935546875
4.01 6.1 0.1722 0.0005 1793.681 45.682 10232.935546875
4.01 6.2 0.1762 0.0004 1814.380 37.037 10232.935546875
4.01 6.3 0.1782 0.0013 1642.546 70.187 10232.935546875
4.01 6.4 0.1827 0.0033 1478.327 150.673 10232.935546875
4.01 6.5 0.1882 0.0048 1285.064 95.483 10232.935546875
4.01 6.6 0.1885 0.0021 1104.201 55.112 10232.935546875
4.01 6.7 0.2045 0.0024 846.528 99.372 10232.935546875
4.01 6.8 0.2219 0.0011 676.908 23.073 10232.935546875
4.01 6.9 0.2405 0.0001 583.722 6.754 10232.935546875
4.01 7.0 0.2577 0.0003 450.626 10.152 10232.935546875
4.01 7.1 0.2760 0.0005 360.885 24.403 10232.935546875
4.01 7.2 0.3021 0.0008 552.402 29.717 10232.935546875
4.01 7.3 0.3288 0.0005 683.591 17.249 10232.935546875
4.01 7.4 0.3575 0.0004 629.248 16.039 10232.935546875
4.01 7.5 0.3928 0.0005 766.130 22.619 10232.935546875
4.01 7.6 0.4298 0.0002 956.199 11.805 10232.935546875
4.02 3.1 0.2889 0.0017 1.533 12.053 10471.28515625
4.02 3.2 0.2816 0.0015 2.420 12.895 10471.28515625
4.02 3.3 0.2785 0.0084 4.252 10.468 10471.28515625
4.02 3.4 0.2727 0.0081 8.188 8.970 10471.28515625
4.02 3.5 0.2660 0.0076 14.717 9.205 10471.28515625
4.02 3.6 0.2580 0.0065 24.574 11.090 10471.28515625
4.02 3.7 0.2501 0.0054 29.506 13.048 10471.28515625
4.02 3.8 0.2403 0.0048 40.393 15.098 10471.28515625
4.02 3.9 0.2309 0.0041 49.490 14.489 10471.28515625
4.02 4.0 0.2222 0.0037 57.663 14.859 10471.28515625
4.02 4.1 0.2141 0.0030 57.684 27.543 10471.28515625
4.02 4.2 0.2068 0.0027 53.947 37.048 10471.28515625
4.02 4.3 0.2000 0.0021 57.656 37.509 10471.28515625
4.02 4.4 0.1939 0.0020 52.669 41.622 10471.28515625
4.02 4.5 0.1882 0.0017 66.397 41.378 10471.28515625
4.02 4.6 0.1832 0.0015 92.983 39.690 10471.28515625
4.02 4.7 0.1786 0.0013 133.906 37.539 10471.28515625
4.02 4.8 0.1747 0.0007 189.593 28.018 10471.28515625
4.02 4.9 0.1712 0.0007 264.261 28.670 10471.28515625
4.02 5.0 0.1682 0.0007 364.380 40.183 10471.28515625
4.02 5.1 0.1658 0.0006 461.497 43.837 10471.28515625
4.02 5.2 0.1636 0.0005 618.374 67.436 10471.28515625
4.02 5.3 0.1620 0.0005 774.971 86.069 10471.28515625
4.02 5.4 0.1611 0.0004 917.010 86.832 10471.28515625
4.02 5.5 0.1609 0.0004 1056.173 81.470 10471.28515625
4.02 5.6 0.1613 0.0003 1194.106 74.901 10471.28515625
4.02 5.7 0.1630 0.0014 1356.778 90.952 10471.28515625
4.02 5.8 0.1646 0.0019 1488.937 111.323 10471.28515625
4.02 5.9 0.1664 0.0021 1567.502 89.163 10471.28515625
4.02 6.0 0.1699 0.0007 1615.121 49.799 10471.28515625
4.02 6.1 0.1734 0.0005 1660.501 37.971 10471.28515625
4.02 6.2 0.1774 0.0003 1674.475 30.552 10471.28515625
4.02 6.3 0.1790 0.0015 1496.024 66.079 10471.28515625
4.02 6.4 0.1838 0.0040 1360.728 137.751 10471.28515625
4.02 6.5 0.1753 0.0022 1403.997 57.824 10471.28515625
4.02 6.6 0.1894 0.0021 1056.827 56.447 10471.28515625
4.02 6.7 0.2056 0.0025 813.209 95.601 10471.28515625
4.02 6.8 0.2229 0.0005 638.937 6.242 10471.28515625
4.02 6.9 0.2417 0.0001 544.514 6.078 10471.28515625
4.02 7.0 0.2587 0.0004 415.476 8.762 10471.28515625
4.02 7.1 0.2775 0.0005 343.147 23.754 10471.28515625
4.02 7.2 0.3035 0.0007 519.379 26.666 10471.28515625
4.02 7.3 0.3302 0.0004 628.339 15.619 10471.28515625
4.02 7.4 0.3587 0.0003 583.874 13.989 10471.28515625
4.02 7.5 0.3940 0.0005 721.902 21.271 10471.28515625
4.02 7.6 0.4308 0.0002 900.185 10.397 10471.28515625
4.03 3.1 0.2923 0.0018 0.446 12.536 10715.1982421875
4.03 3.2 0.2842 0.0016 1.991 11.191 10715.1982421875
4.03 3.3 0.2771 0.0015 4.464 12.329 10715.1982421875
4.03 3.4 0.2751 0.0077 7.889 9.530 10715.1982421875
4.03 3.5 0.2682 0.0076 12.252 8.393 10715.1982421875
4.03 3.6 0.2602 0.0065 22.849 9.976 10715.1982421875
4.03 3.7 0.2530 0.0055 27.096 12.705 10715.1982421875
4.03 3.8 0.2435 0.0049 36.847 14.833 10715.1982421875
4.03 3.9 0.2343 0.0045 46.673 15.406 10715.1982421875
4.03 4.0 0.2254 0.0038 56.092 14.246 10715.1982421875
4.03 4.1 0.2172 0.0033 56.316 27.808 10715.1982421875
4.03 4.2 0.2095 0.0029 62.853 29.820 10715.1982421875
4.03 4.3 0.2030 0.0021 58.571 38.356 10715.1982421875
4.03 4.4 0.1964 0.0020 64.477 38.659 10715.1982421875
4.03 4.5 0.1908 0.0018 66.027 40.711 10715.1982421875
4.03 4.6 0.1856 0.0016 87.443 39.576 10715.1982421875
4.03 4.7 0.1810 0.0014 124.480 37.297 10715.1982421875
4.03 4.8 0.1769 0.0011 177.911 33.422 10715.1982421875
4.03 4.9 0.1733 0.0007 250.633 32.856 10715.1982421875
4.03 5.0 0.1702 0.0007 335.238 36.367 10715.1982421875
4.03 5.1 0.1675 0.0006 455.025 53.374 10715.1982421875
4.03 5.2 0.1655 0.0005 568.907 61.428 10715.1982421875
4.03 5.3 0.1639 0.0005 709.102 83.318 10715.1982421875
4.03 5.4 0.1629 0.0004 837.823 80.837 10715.1982421875
4.03 5.5 0.1626 0.0004 968.656 74.037 10715.1982421875
4.03 5.6 0.1629 0.0004 1095.518 68.737 10715.1982421875
4.03 5.7 0.1646 0.0016 1245.519 84.759 10715.1982421875
4.03 5.8 0.1659 0.0020 1360.252 91.575 10715.1982421875
4.03 5.9 0.1677 0.0022 1430.114 99.876 10715.1982421875
4.03 6.0 0.1689 0.0052 1481.396 90.711 10715.1982421875
4.03 6.1 0.1746 0.0005 1538.301 34.634 10715.1982421875
4.03 6.2 0.1787 0.0003 1529.073 20.528 10715.1982421875
4.03 6.3 0.1798 0.0017 1374.002 66.495 10715.1982421875
4.03 6.4 0.1846 0.0044 1265.543 130.105 10715.1982421875
4.03 6.5 0.1765 0.0022 1351.440 59.231 10715.1982421875
4.03 6.6 0.1891 0.0027 963.277 96.435 10715.1982421875
4.03 6.7 0.2065 0.0026 779.115 92.451 10715.1982421875
4.03 6.8 0.2240 0.0005 607.335 5.224 10715.1982421875
4.03 6.9 0.2429 0.0002 508.387 5.870 10715.1982421875
4.03 7.0 0.2597 0.0004 383.121 8.088 10715.1982421875
4.03 7.1 0.2789 0.0006 325.464 22.675 10715.1982421875
4.03 7.2 0.3049 0.0005 487.519 23.602 10715.1982421875
4.03 7.3 0.3317 0.0004 577.348 14.086 10715.1982421875
4.03 7.4 0.3599 0.0003 541.550 12.191 10715.1982421875
4.03 7.5 0.3953 0.0005 679.816 19.913 10715.1982421875
4.03 7.6 0.4318 0.0002 847.194 8.932 10715.1982421875
4.04 3.1 0.2958 0.0019 0.014 13.666 10964.78125
4.04 3.2 0.2875 0.0016 1.116 11.501 10964.78125
4.04 3.3 0.2793 0.0016 5.652 10.835 10964.78125
4.04 3.4 0.2759 0.0080 6.205 10.314 10964.78125
4.04 3.5 0.2699 0.0076 10.945 9.033 10964.78125
4.04 3.6 0.2631 0.0069 18.186 9.538 10964.78125
4.04 3.7 0.2546 0.0063 26.864 9.934 10964.78125
4.04 3.8 0.2469 0.0053 31.754 13.098 10964.78125
4.04 3.9 0.2374 0.0047 42.947 14.658 10964.78125
4.04 4.0 0.2285 0.0041 51.910 14.462 10964.78125
4.04 4.1 0.2202 0.0037 62.151 14.552 10964.78125
4.04 4.2 0.2126 0.0030 60.781 31.251 10964.78125
4.04 4.3 0.2055 0.0025 69.866 31.961 10964.78125
4.04 4.4 0.1993 0.0021 64.494 39.723 10964.78125
4.04 4.5 0.1932 0.0019 74.857 39.295 10964.78125
4.04 4.6 0.1878 0.0017 95.263 37.521 10964.78125
4.04 4.7 0.1833 0.0015 115.719 35.987 10964.78125
4.04 4.8 0.1791 0.0012 163.944 34.654 10964.78125
